Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Tennis at Dedham Health,https://tennis.dedhamhealth.com/,Dedham,MA,Racquet / Tennis Club,pickleball; tennis,Indoor,11,"tness, music, and a variety of equipment to deliver the ultimate workout. HOURS & BOOKING 11 indoor courts! Lowest court fees in the area! Book up to 6 days in advance! Great way to meet other pla",,,Naoufal,Houmairy,Director of Tennis,(781) 326-2900,naoufal@dedhamhealth.com,info@dedhamhealth.com,,,,,,,dedhamhealth.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://tennis.dedhamhealth.com/ | https://tennis.dedhamhealth.com/jta-staff/ | https://tennis.dedhamhealth.com/contact-us/ | https://tennis.dedhamhealth.com/junior-tennis/ | https://tennis.dedhamhealth.com/tennis-court-fees/,Playwright,https://tennis.dedhamhealth.com,https://tennis.dedhamhealth.com/,
Thayer Sports Center,https://thayersportscenter.com/,Braintree,MA,Fieldhouse,pickleball; tennis; basketball; volleyball,Indoor,,,90000,"US ABOUT HOME » ABOUT WELCOME TO THE THAYER SPORTS CENTER The Thayer Sports Center, is a 90,000 sq. ft. multi use recreation facility that will feature one NHL regulation ice surfaces, one hal",BRIAN,HUGHES,General Manager,,,,brian@thayersportscenter.com,brian.hughes@thayersportscenter.com,brianhughes@thayersportscenter.com,bhughes@thayersportscenter.com,b.hughes@thayersportscenter.com,brianh@thayersportscenter.com,thayersportscenter.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://thayersportscenter.com/ | https://thayersportscenter.com/about/ | https://thayersportscenter.com/court-rentals/ | https://thayersportscenter.com/programs-1/ | https://thayersportscenter.com/contact-us/,Playwright,https://thayersportscenter.com,https://thayersportscenter.com/,
The Back Nine Golf,https://thebackninegolf.com/,Southborough,MA,Unknown,tennis,Indoor,,,,,,,,(508) 276-7888,,info@thebackninegolf.com,,,,,,,thebackninegolf.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://thebackninegolf.com/ | https://thebackninegolf.com/contact | https://thebackninegolf.com/local | https://thebackninegolf.com/about | https://thebackninegolf.com/agreement,Playwright,https://thebackninegolf.com,https://thebackninegolf.com/,
The Governor's Academy,https://www.thegovernorsacademy.org/,Gloucester,MA,Fieldhouse,tennis,Indoor,,,,,Sharon,Slater,Manager,(978) 465-1763,sslater@govsacademy.org,,,,,,,,govsacademy.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thegovernorsacademy.org/ | https://www.thegovernorsacademy.org/about | https://www.thegovernorsacademy.org/about/leadership | https://www.thegovernorsacademy.org/about/leadership/board-of-trustees | https://www.thegovernorsacademy.org/about/mission-history | https://www.thegovernorsacademy.org/about/mission-history/archives | https://www.thegovernorsacademy.org/about/diversity-equity-inclusion,Playwright,https://thegovernorsacademy.org,https://www.thegovernorsacademy.org/,
The Meadowbrook School,https://www.meadowbrook-ma.org/,Weston,MA,School,volleyball,Indoor,,,,,,,,(781) 894-1193,admissions@meadowbrook-ma.org,,,,,,,,meadowbrook-ma.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.meadowbrook-ma.org/ | https://www.meadowbrook-ma.org/contact-us | https://www.meadowbrook-ma.org/school-life/athletics/schedules | https://www.meadowbrook-ma.org/school-life/summer-programs | https://www.meadowbrook-ma.org/about-us/working-at-meadowbrook | https://www.meadowbrook-ma.org/about-us/welcome-to-meadowbrook | https://www.meadowbrook-ma.org/about-us/our-mission,Playwright,https://meadowbrook-ma.org,https://www.meadowbrook-ma.org/,
The Peddie School,https://peddie.org/,,MA,School,basketball; volleyball,Indoor,,,,,,,,(609) 944-7500,,,,,,,,,peddie.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://peddie.org/ | https://peddie.org/about/ | https://peddie.org/about/mission-and-values/ | https://peddie.org/about/mission-and-values/leadership/ | https://peddie.org/about/mission-and-values/our-history/ | https://peddie.org/about/mission-and-values/diversity-equity-and-inclusion/ | https://peddie.org/about/mission-and-values/ai-at-peddie/,Playwright,https://peddie.org,https://peddie.org/,
The Roxbury Latin School,https://www.roxburylatin.org/,West Roxbury,MA,School,tennis; basketball,Indoor,12,"door Athletic Facility and Hennessy Rink, and Jarvis Refectory; eight athletic fields and 12 tennis courts Endowment $233 million (as of June 2025) Sports Cross country, Football, Soccer, Basketba",,,,,,(617) 325-4920,,,,,,,,,roxburylatin.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.roxburylatin.org/ | https://www.roxburylatin.org/about/calendar/ | https://www.roxburylatin.org/about/ | https://www.roxburylatin.org/about/welcome/ | https://www.roxburylatin.org/about/facts/ | https://www.roxburylatin.org/about/history/ | https://www.roxburylatin.org/about/facultyandstaff/,Playwright,https://roxburylatin.org,https://www.roxburylatin.org/,
The Searchlight,https://walpolestudentmedianetwork.com/,,MA,School,tennis; basketball,Indoor,,,,,,,,,,,,,,,,,walpolestudentmedianetwork.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://walpolestudentmedianetwork.com/ | https://walpolestudentmedianetwork.com/whs-club-directory/ | https://walpolestudentmedianetwork.com/staff/ | https://walpolestudentmedianetwork.com/about-us/becoming-a-contributor/ | https://walpolestudentmedianetwork.com/contact/ | https://walpolestudentmedianetwork.com/staff_name/joe-curran/ | https://walpolestudentmedianetwork.com/83558/sports/postseason-success-across-walpole-athletics/,Playwright,https://walpolestudentmedianetwork.com,https://walpolestudentmedianetwork.com/,
the TRACK at new balance,https://thetrackatnewbalance.com/,,MA,Unknown,basketball; volleyball,Indoor,,,24000,"200-meter hydraulically banked indoor track, dedicated track and field throwing area and 24,000sf warm-up area gives every athlete the ultimate experience. See rules about spikes on the t",Jay,Rourke,General Manager,(617) 675-7300,,,jay@thetrackatnewbalance.com,jay.rourke@thetrackatnewbalance.com,jayrourke@thetrackatnewbalance.com,jrourke@thetrackatnewbalance.com,j.rourke@thetrackatnewbalance.com,jayr@thetrackatnewbalance.com,thetrackatnewbalance.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: phone. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://thetrackatnewbalance.com/ | https://thetrackatnewbalance.com/couch-to-5k-running-program/ | https://thetrackatnewbalance.com/events-programming/ | https://thetrackatnewbalance.com/events-programming/sporting-events/ | https://thetrackatnewbalance.com/events-programming/special-events/ | https://thetrackatnewbalance.com/about-us/ | https://thetrackatnewbalance.com/about-us/meet-our-team/,Playwright,https://thetrackatnewbalance.com,https://thetrackatnewbalance.com/,
The Windsor Club,https://www.windsorclub.org/,Waban,MA,Private Club,tennis,Indoor,,,,,,,,(617) 527-9871,,office@windsorclub.org,,,,,,,windsorclub.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.windsorclub.org/ | https://www.windsorclub.org/about | https://www.windsorclub.org/memberships | https://www.windsorclub.org/rentals,Playwright,https://windsorclub.org,https://www.windsorclub.org/,
The Winsor School,https://www.winsor.edu/,Boston,MA,College / University,squash,Indoor,,,,,,,,(617) 735-9500,,,,,,,,,winsor.edu,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.winsor.edu/ | https://www.winsor.edu/about/ | https://www.winsor.edu/about/leadership-2/ | https://www.winsor.edu/about/history/ | https://www.winsor.edu/about/directory/ | https://www.winsor.edu/about/community-and-inclusion/ | https://www.winsor.edu/about/principles-accreditations/,Playwright,https://winsor.edu,https://www.winsor.edu/,
Tiburon Swim Academy,https://www.tiburonswimacademy.com/,Wellesley,MA,School,tennis,Indoor,,,,,,,,(719) 866-4578,joshua@tiburonswimacademy.com,info@tiburonswimacademy.com,,,,,,,tiburonswimacademy.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.tiburonswimacademy.com/ | https://www.tiburonswimacademy.com/programs-overview | https://www.tiburonswimacademy.com/program-guidelines | https://www.tiburonswimacademy.com/our-story | https://www.tiburonswimacademy.com/team-at-waltham | https://www.tiburonswimacademy.com/work-with-us,Playwright,https://tiburonswimacademy.com,https://www.tiburonswimacademy.com/,
Trull Brook Golf Course,https://trullbrook.com/,Tewksbury,MA,Private Club,tennis,Indoor,,,,,Sheldon,Alman,General Manager,(978) 851-6731,sheldon@trullbrook.com,,,,,,,,trullbrook.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://trullbrook.com/ | https://trullbrook.com/golf-course/ | https://trullbrook.com/contact/,Playwright,https://trullbrook.com,https://trullbrook.com/,
Tufts University,https://gotuftsjumbos.com/,Medford,MA,College / University,pickleball; tennis; basketball; volleyball; squash,Indoor,,,,,,,,(617) 627-3753,,,,,,,,,gotuftsjumbos.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gotuftsjumbos.com/ | https://gotuftsjumbos.com/sports/2022/5/6/tufts-info-donate.aspx | https://gotuftsjumbos.com/sports/2022/5/6/information-faculty-liaison.aspx | https://gotuftsjumbos.com/sports/2022/7/27/fitness-center-membership.aspx | https://gotuftsjumbos.com/sports/2022/5/26/tufts-personalized-performance-program | https://gotuftsjumbos.com/staff-directory | https://gotuftsjumbos.com/sports/2022/7/11/about-recreation.aspx,Playwright,https://gotuftsjumbos.com,https://gotuftsjumbos.com/,
Ultimate Soccer MA,https://www.ultimatesoccerma.com/,Norwell,MA,School,pickleball,Indoor,,,,,,,,,,contact@ultimatesoccerma.com,,,,,,,ultimatesoccerma.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.ultimatesoccerma.com/ | https://www.ultimatesoccerma.com/about-us | https://www.ultimatesoccerma.com/about-3 | https://www.ultimatesoccerma.com/packages | https://www.ultimatesoccerma.com/contact | https://www.ultimatesoccerma.com/projects-6,Playwright,https://ultimatesoccerma.com,https://www.ultimatesoccerma.com/,
UMass Lowell,https://www.uml.edu/,Lowell,MA,College / University,pickleball; tennis; badminton; racquetball,Indoor,2,Massachusetts. No experience is necessary to join! For ... Tennis and Pickleball Courts - Two tennis courts are available for recreational use. These courts can be split into eight pickleball court,,,,,,(978) 934-4000,,,,,,,,,uml.edu,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.uml.edu/ | https://www.uml.edu/Directory/default.aspx | https://www.uml.edu/about/ | https://www.uml.edu/academics/programs/ | https://www.uml.edu/directory/question.aspx,Playwright,https://uml.edu,https://www.uml.edu/,
UMass Lowell Athletics,https://goriverhawks.com/,Lowell,MA,College / University,basketball,Indoor,,,,,,,,(978) 934-2310,,,,,,,,,goriverhawks.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://goriverhawks.com/ | https://goriverhawks.com/staff-directory | https://goriverhawks.com/sports/2019/6/13/female-athlete-program | https://goriverhawks.com/honors/umass-lowell-athletics-hall-of-fame | https://www.givecampus.com/schools/UniversityofMassachusettsLowell/river-hawk-athletics-2026-2027-challenge/?a=278337,Playwright,https://goriverhawks.com,https://goriverhawks.com/,
Upper School (Grades 9-12),https://us.milton.edu/,,MA,College / University,tennis,Indoor,,,,,LAMAR,REDDICKS,Athletic Director,(617) 898-1798,,,lamar@us.milton.edu,lamar.reddicks@us.milton.edu,lamarreddicks@us.milton.edu,lreddicks@us.milton.edu,l.reddicks@us.milton.edu,lamarr@us.milton.edu,us.milton.edu,Confirmed Indoor,Indoor court language found on site. MA location evidence: phone. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://us.milton.edu/ | https://us.milton.edu/about | https://us.milton.edu/about/milton-academy-leadership | https://us.milton.edu/about/the-boston-advantage | https://us.milton.edu/about/sustainability | https://us.milton.edu/about/dare-to-be-true | https://us.milton.edu/about/equity-and-inclusion,Playwright,https://us.milton.edu,https://us.milton.edu/,
US Sports Camps,https://www.ussportscamps.com/,,MA,College / University,pickleball; tennis; basketball; volleyball,Indoor,,,,,,,,(508) 549-0997,,,,,,,,,ussportscamps.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.ussportscamps.com/ | https://www.ussportscamps.com/contact,Playwright,https://ussportscamps.com,https://www.ussportscamps.com/,
US Youth Futsal,https://www.usyouthfutsal.com/,,MA,School,futsal,Indoor,,,,,,,,(617) 515-5998,soorena@usyouthfutsal.com,,,,,,,,usyouthfutsal.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.usyouthfutsal.com/ | https://www.usyouthfutsal.com/about | https://www.usyouthfutsal.com/programs | https://www.usyouthfutsal.com/new-league-affiliation,Playwright,https://usyouthfutsal.com,https://www.usyouthfutsal.com/,
USCTA,https://uscourttennis.org/,,MA,School,tennis; badminton; squash; handball,Indoor,3,rt; the other survived until 1931 when it and the squash tennis court were converted into three squash courts and one handball court.) When I visited in June 2002 the court tennis space was a boxing,,,,,,,,,,,,,,,uscourttennis.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: mention. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://uscourttennis.org/ | https://uscourttennis.org/uscta-membership/ | https://uscourttennis.org/laws-of-court-tennis/ | https://uscourttennis.org/court-panorama/ | https://uscourttennis.org/lost-courts-of-america/ | https://uscourttennis.org/international-courts/,Playwright,https://uscourttennis.org,https://uscourttennis.org/,
Village Sports Club,https://villagesportsclub.com/,Plymouth,MA,Private Club,pickleball; tennis; basketball; volleyball,Indoor,,,,,,,,(508) 224-0303,,info@villagesportsclub.com,,,,,,,villagesportsclub.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://villagesportsclub.com/ | https://villagesportsclub.com/programs/,Playwright,https://villagesportsclub.com,https://villagesportsclub.com/,
Waltham Athletic Club,https://walthamathletic.com/,Waltham,MA,Athletic Center,tennis; racquetball,Indoor,7,ly something for the whole family all year round! Our State-of-the-Art Facility Features: 7 Indoor tennis courts Tennis clinics and leagues Indoor swimming pool Free weights and Nautilus Complete cardio,,,Lou,Yanucci,Tennis Director,(781) 899-5000,,frontdesk@walthamathletic.com,lou@walthamathletic.com,lou.yanucci@walthamathletic.com,louyanucci@walthamathletic.com,lyanucci@walthamathletic.com,l.yanucci@walthamathletic.com,louy@walthamathletic.com,walthamathletic.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://walthamathletic.com/ | https://walthamathletic.com/about-us/ | https://walthamathletic.com/contact/ | https://walthamathletic.com/contact/directions/,Playwright,https://walthamathletic.com,https://walthamathletic.com/,
Watertown Boys & Girls Club,https://watertownbgc.org/,Watertown,MA,School,basketball,Indoor,,,,,Megan,O'Halloran,President,(617) 926-0968,,info@watertownbgc.org,megan@watertownbgc.org,megan.ohalloran@watertownbgc.org,meganohalloran@watertownbgc.org,mohalloran@watertownbgc.org,m.ohalloran@watertownbgc.org,megano@watertownbgc.org,watertownbgc.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://watertownbgc.org/ | https://watertownbgc.org/about/ | https://watertownbgc.org/about/board-of-directors/ | https://watertownbgc.org/about/our-team/ | https://watertownbgc.org/about/wbgc-annual/ | https://watertownbgc.org/about/our-history/ | https://watertownbgc.org/about/commitment-to/,Playwright,https://watertownbgc.org,https://watertownbgc.org/,
Wayland Boosters,https://waylandboosters.org/,Wayland,MA,Fieldhouse,tennis; basketball; volleyball,Indoor,,,,,Elisabeth,Rainge,President,,,info@waylandboosters.org,elisabeth@waylandboosters.org,elisabeth.rainge@waylandboosters.org,elisabethrainge@waylandboosters.org,erainge@waylandboosters.org,e.rainge@waylandboosters.org,elisabethr@waylandboosters.org,waylandboosters.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://waylandboosters.org/ | https://waylandboosters.org/about/ | https://waylandboosters.org/about/volunteer/ | https://waylandboosters.org/about/contact/,Playwright,https://waylandboosters.org,https://waylandboosters.org/,
Wayland Youth Basketball Association,https://wyba.teamsnapsites.com/,Wayland,MA,School,basketball,Indoor,,,,,,,,,,,,,,,,,wyba.teamsnapsites.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://wyba.teamsnapsites.com/ | https://wyba.teamsnapsites.com/programs/ | https://wyba.teamsnapsites.com/programs/metrowest-league/ | https://wyba.teamsnapsites.com/programs/tri-town-and-sudbury-leagues/ | https://wyba.teamsnapsites.com/programs/k-2-program/ | https://wyba.teamsnapsites.com/about-us/ | https://wyba.teamsnapsites.com/court-locations/,Playwright,https://wyba.teamsnapsites.com,https://wyba.teamsnapsites.com/,
Wellesley,https://www.wellesley.edu/,Wellesley,MA,College / University,tennis,Indoor,,,,,,,,(781) 283-1000,,,,,,,,,www1.wellesley.edu,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.wellesley.edu/,Playwright,https://www1.wellesley.edu,https://www.wellesley.edu/,
Weston Soccer Club,https://westonsoccer.org/,Weston,MA,Private Club,futsal,Indoor,,,,,,,,,,,,,,,,,westonsoccer.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://westonsoccer.org/ | https://westonsoccer.org/node/6434 | https://westonsoccer.org/programs | https://westonsoccer.org/bays-program | https://westonsoccer.org/facilities | https://westonsoccer.org/referee-program,Playwright,https://westonsoccer.org,https://westonsoccer.org/,
White Cliffs Country Club,https://www.whitecliffscc.com/,Plymouth,MA,Country Club,tennis,Indoor,,,,,,,,(508) 888-8700,,,,,,,,,whitecliffscc.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.whitecliffscc.com/ | https://www.whitecliffscc.com/default.aspx | https://www.whitecliffscc.com/about | https://www.whitecliffscc.com/meet-the-team | https://www.whitecliffscc.com/Default.aspx | https://www.whitecliffscc.com/contact-us | https://www.whitecliffscc.com/about-villages,Playwright,https://whitecliffscc.com,https://www.whitecliffscc.com/,
Wicked Local,https://www.wickedlocal.com/,,MA,School,basketball,Indoor,,,,,,,,,,,,,,,,,wickedlocal.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.wickedlocal.com/ | https://www.wickedlocal.com/story/news/courts/2026/08/18/when-will-the-lindsay-clancy-trial-go-to-the-jury-how-long-will-deliberations-last-when-verdict/91349402007/ | https://www.wickedlocal.com/story/shopping/travel/luggage/2026/08/17/affordable-quince-luggage-voyage-collection-2026/91343454007/,Playwright,https://wickedlocal.com,https://www.wickedlocal.com/,
"Winchester, MA",https://winchester.us/,Winchester,MA,Unknown,badminton,Indoor,,,,,,,,(781) 721-7146,,,,,,,,,winchester.us,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank.,https://winchester.us/ | https://winchester.us/m/directory,Playwright,https://winchester.us,https://winchester.us/,
Woburn Recreation Department: Online Registration by MyRec.com Recreation Management Software,https://woburnma.myrec.com/info/default.aspx,Woburn,MA,School,pickleball; tennis; basketball; volleyball,Indoor,,,,,,,,(781) 897-5805,,,,,,,,,woburnma.myrec.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://woburnma.myrec.com/info/default.aspx | https://woburnma.myrec.com/info/activities/default.aspx | https://woburnma.myrec.com/info/facilities/default.aspx | https://woburnma.myrec.com/info/contact/default.aspx,Playwright,https://woburnma.myrec.com,https://woburnma.myrec.com/info/default.aspx,
Worcester Academy,https://www.worcesteracademy.org/,Worcester,MA,College / University,tennis; basketball,Indoor,3,"t to significantly enhance our sports programs with cutting-edge facilities that include: Three basketball courts Six-lane swimming pool 6,000 sq ft training and fitness center Comprehensive amenities su",6000,"with cutting-edge facilities that include: Three basketball courts Six-lane swimming pool 6,000 sq ft training and fitness center Comprehensive amenities suite Team and locker rooms A dedicat",,,,(508) 754-5302,,,,,,,,,worcesteracademy.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.worcesteracademy.org/ | https://www.worcesteracademy.org/about | https://www.worcesteracademy.org/athletics | https://www.worcesteracademy.org/athletic-facilities-and-services | https://www.worcesteracademy.org/meet-the-athletics-team | https://www.worcesteracademy.org/arts-facilities | https://www.worcesteracademy.org/alumni-meet-the-advancement-team,Playwright,https://worcesteracademy.org,https://www.worcesteracademy.org/,
World Badminton,https://worldbadminton.com/,,MA,School,badminton,Indoor,32,"CA - training for all ages [18APR2019] Michael's Badminton Academy - Malaysia -Puchong ( 32 courts), Taman Megah ( 16 Courts) [21AUG2011] Fernando's Badminton Academy, Junior Coaching and",,,,,,,stan@worldbadminton.com,,,,,,,,worldbadminton.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: mention. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://worldbadminton.com/,Playwright,https://worldbadminton.com,https://worldbadminton.com/,
YMCA of Greater Nashua,https://nmymca.org/,Gloucester,MA,YMCA / JCC,pickleball; tennis; basketball; volleyball; racquetball,Indoor,4,"full-size courts for tennis, basketball, volleyball, pickleball and other gym sports and 4 racquetball courts. A full-size turf field and a multipurpose court for use for soccer, lacrosse, floor hock",,,,,,,,,,,,,,,nmymca.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://nmymca.org/ | https://nmymca.org/membership/ | https://nmymca.org/membership/financial-assistance/ | https://nmymca.org/membership/change-form/ | https://nmymca.org/programs/ | https://nmymca.org/programs/swim/,Playwright,https://nmymca.org,https://nmymca.org/,
YWCA Central Massachusetts,https://ywcacm.org/,Worcester,MA,Unknown,basketball,Indoor,,,,,,,,(508) 767-2505,,,,,,,,,ywcacm.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://ywcacm.org/ | https://ywcacm.org/health-wellness/fitness-membership/ | https://ywcacm.org/health-wellness/fitness-center/3-day-trial-membership/ | https://ywcacm.org/housing/housing-advocacy-program/ | https://ywcacm.org/about/ | https://ywcacm.org/about/blog/ | https://ywcacm.org/contact-us/,Playwright,https://ywcacm.org,https://ywcacm.org/,
Adaptive Sports New England,https://adaptivesportsne.org/,Boston,MA,College / University,tennis; basketball,Indoor and outdoor,,,,,Joe,Walsh,President,(617) 690-9103,joe.walsh@adaptivesportsne.org,info@adaptivesportsne.org,,,,,,,adaptivesportsne.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://adaptivesportsne.org/ | https://adaptivesportsne.org/programs/ | https://adaptivesportsne.org/about-2/ | https://adaptivesportsne.org/contact-us-2/ | https://adaptivesportsne.org/about-3/ | https://adaptivesportsne.org/ne-programs-2/,Playwright,https://adaptivesportsne.org,https://adaptivesportsne.org/,
adirondack-2019,https://www.adirondackclub.com/,,MA,Private Club,pickleball; tennis; basketball,Indoor and outdoor,,,,,Preschool,Teacher,Manager,(508) 541-1400,,,preschool@adirondackclub.com,preschool.teacher@adirondackclub.com,preschoolteacher@adirondackclub.com,pteacher@adirondackclub.com,p.teacher@adirondackclub.com,preschoolt@adirondackclub.com,adirondackclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. MA location evidence: phone. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.adirondackclub.com/ | https://www.adirondackclub.com/membership | https://www.adirondackclub.com/types-of-memberships | https://www.adirondackclub.com/changerequest | https://www.adirondackclub.com/copy-of-studio-3-sgr | https://www.adirondackclub.com/starting-strong | https://www.adirondackclub.com/kids-team,Playwright,https://adirondackclub.com,https://www.adirondackclub.com/,
