Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Urban Air Adventure Park,https://www.urbanair.com/,NC Fort Union,UT,Unknown,basketball; volleyball,Indoor,,,Michael,Browning,CEO,,,michael@urbanair.com,michael.browning@urbanair.com,michaelbrowning@urbanair.com,mbrowning@urbanair.com,m.browning@urbanair.com,michaelb@urbanair.com,urbanair.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.urbanair.com/ | https://www.urbanair.com/membership/ | https://www.urbanair.com/group-events/private-park-rentals/ | https://www.urbanair.com/about-urban-air/awards/ | https://www.urbanair.com/about-urban-air/ | https://www.urbanair.com/about-urban-air/safety-and-cleaning/ | https://www.urbanair.com/contact-us/,Playwright,https://urbanair.com,https://www.urbanair.com/,
US Sports Camps,https://www.ussportscamps.com/,,UT,College / University,pickleball; tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,ussportscamps.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.ussportscamps.com/ | https://www.ussportscamps.com/contact,Playwright,https://ussportscamps.com,https://www.ussportscamps.com/,
Utah,https://www.utahsadventurefamily.com/,,UT,Unknown,pickleball; tennis; basketball; volleyball,Indoor,,,,,,,info@utahsadventurefamily.com,,,,,,,utahsadventurefamily.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.utahsadventurefamily.com/ | https://www.utahsadventurefamily.com/about-us/ | https://www.utahsadventurefamily.com/sawtooth-traxx-rentals-in-stanley-idaho/ | https://www.utahsadventurefamily.com/lowell-observatory/ | https://www.utahsadventurefamily.com/contact/,Playwright,https://utahsadventurefamily.com,https://www.utahsadventurefamily.com/,
Utah Business,https://www.utahbusiness.com/,Toquerville,UT,Unknown,pickleball; tennis; squash; padel,Indoor,,,By,Barker,Founder,,,by@utahbusiness.com,by.barker@utahbusiness.com,bybarker@utahbusiness.com,bbarker@utahbusiness.com,b.barker@utahbusiness.com,byb@utahbusiness.com,utahbusiness.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.utahbusiness.com/ | https://www.utahbusiness.com/press-releases/2026/08/12/sunwest-management-partners-american-momentum-bank-support-accelerated-growth/ | https://www.utahbusiness.com/thought-leadership/2026/08/06/gladys-gonzalez-suazo-business-center-silvia-castro-bennett-utah-business/ | https://www.utahbusiness.com/thought-leadership/ | https://www.utahbusiness.com/pages/about-us/ | https://www.utahbusiness.com/leadership/,Playwright,https://utahbusiness.com,https://www.utahbusiness.com/,
Utah Celtic FC,https://www.utahceltic.com/,,UT,College / University,futsal,Indoor,,,,,,,,,,,,,,utahceltic.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.utahceltic.com/ | https://www.utahceltic.com/about | https://www.utahceltic.com/staff | https://www.utahceltic.com/programs | https://www.utahceltic.com/contact,Playwright,https://utahceltic.com,https://www.utahceltic.com/,
Utah Club Volleyball,https://www.utahclubvolleyball.com/,,UT,College / University,volleyball,Indoor,,,,,,,,,,,,,,utahclubvolleyball.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.utahclubvolleyball.com/,Playwright,https://utahclubvolleyball.com,https://www.utahclubvolleyball.com/,
Utah Parent Center,https://utahparentcenter.org/,Murray,UT,School,basketball,Indoor,,,,,,,info@utahparentcenter.org,,,,,,,utahparentcenter.org,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://utahparentcenter.org/ | https://utahparentcenter.org/contact-us/ | https://utahparentcenter.org/about/ | https://utahparentcenter.org/programs/ | https://utahparentcenter.org/program/pti/ | https://utahparentcenter.org/transition-university/ | https://utahparentcenter.org/program/system-of-care-soc/,Playwright,https://utahparentcenter.org,https://utahparentcenter.org/,
Utah Performance Institute,https://utahperforms.com/,West Haven,UT,Indoor Sports Complex,tennis; basketball; badminton,Indoor,,,,,,,info@utahperforms.com,,,,,,,utahperforms.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://utahperforms.com/ | https://utahperforms.com/facility-rental/ | https://utahperforms.com/contact-utah-performance-institute/,Playwright,https://utahperforms.com,https://utahperforms.com/,
Utah System of Higher Education,https://ushe.edu/,Salt Lake City,UT,College / University,basketball; volleyball; racquetball; handball,Indoor,,,,,,,,,,,,,,ushe.edu,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://ushe.edu/ | https://ushe.edu/state-scholarships-aid/ | https://ushe.edu/program-alignment/ | https://ushe.edu/board/about-the-board/ | https://ushe.edu/office-of-commissioner/commissioner-staff/ | https://ushe.edu/mandatory-staff-training/ | https://ushe.edu/office-of-commissioner/institutional-resources/capital-facilities/,Playwright,https://ushe.edu,https://ushe.edu/,
Utah Tech University,https://utahtech.edu/,George,UT,College / University,basketball; volleyball; badminton,Indoor,1,"volleyball, basketball, indoor soccer, badminton and much more. Costs. Basketball Courts. 1 Court.",,,,,,,,,,,,utahtech.edu,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://utahtech.edu/ | https://utahtech.edu/contact/,Playwright,https://utahtech.edu,https://utahtech.edu/,
Utah Tech University Athletics,https://utahtechtrailblazers.com/,George,UT,College / University,basketball,Indoor,,,,,,,,,,,,,,utahtechtrailblazers.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://utahtechtrailblazers.com/,Playwright,https://utahtechtrailblazers.com,https://utahtechtrailblazers.com/,
Utah Valley University Athletics,https://gouvu.com/,Orem,UT,College / University,basketball; volleyball,Indoor,,,Wolverine,Properties,General Manager,,,wolverine@gouvu.com,wolverine.properties@gouvu.com,wolverineproperties@gouvu.com,wproperties@gouvu.com,w.properties@gouvu.com,wolverinep@gouvu.com,gouvu.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://gouvu.com/ | https://gouvu.com/sports/2023/10/5/uvu-athletics-tickets.aspx | https://gouvu.com/staff-directory | https://gouvu.com/sports/2014/9/30/facilities | https://gouvu.com/documents/2026/8/7/UVUAthleticsRestaurant_HotelGuide080726.pdf | https://gouvu.com/news/2026/8/12/baseball-harmon-departs-utah-valley-staff-for-assistant-role-at-whitman-college.aspx,Playwright,https://gouvu.com,https://gouvu.com/,
utahfutsal,https://www.utahfutsal.org/,,UT,Unknown,futsal,Indoor,,,,,,,admin@utahfutsal.org,,,,,,,utahfutsal.org,Confirmed Indoor,Indoor court language found on site. UT location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.utahfutsal.org/ | https://www.utahfutsal.org/contact,Playwright,https://utahfutsal.org,https://www.utahfutsal.org/,
UtahRealtyGroup.com,https://www.utahrealtygroup.com/,Sandy,UT,Unknown,pickleball; tennis,Indoor,,,,,,,,,,,,,,utahrealtygroup.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.utahrealtygroup.com/ | https://www.utahrealtygroup.com/about/ | https://www.utahrealtygroup.com/contact-us/ | https://www.utahrealtygroup.com/member/contact/ | https://www.utahrealtygroup.com/site-map/,Playwright,https://utahrealtygroup.com,https://www.utahrealtygroup.com/,
Virgin Gifts,https://www.virgingifts.com/,,UT,Unknown,pickleball,Indoor,,,,,,,info@virgingifts.com,,,,,,,virgingifts.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.virgingifts.com/ | https://www.virgingifts.com/page/about-us | https://www.virgingifts.com/page/contact,Playwright,https://virgingifts.com,https://www.virgingifts.com/,
"Visit Heber Valley, Utah",https://www.gohebervalley.com/,Heber City,UT,Unknown,pickleball; basketball; volleyball; racquetball,Indoor,,,Dallin,Koecher,Executive Director,dallin@gohebervalley.com,info@gohebervalley.com,,,,,,,gohebervalley.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.gohebervalley.com/ | https://www.gohebervalley.com/Contact-Us/,Playwright,https://gohebervalley.com,https://www.gohebervalley.com/,
Wasatch Soccer Club Wasatch Soccer Club,https://wasatchsoccer.org/,Ogden,UT,Private Club,futsal,Indoor,,,,,,pat@wasatchsoccer.org,,,,,,,,wasatchsoccer.org,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://wasatchsoccer.org/ | https://wasatchsoccer.org/club/14898 | https://wasatchsoccer.org/club/fieldsandfacilities | https://wasatchsoccer.org/club/contactus,Playwright,https://wasatchsoccer.org,https://wasatchsoccer.org/,
Water Design Inc.,https://waterdesign.com/,Salt Lake City,UT,Unknown,tennis; basketball,Indoor,,,Tom,Anderson,President,,,tom@waterdesign.com,tom.anderson@waterdesign.com,tomanderson@waterdesign.com,tanderson@waterdesign.com,t.anderson@waterdesign.com,toma@waterdesign.com,waterdesign.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://waterdesign.com/ | https://waterdesign.com/our-team | https://waterdesign.com/about-us | https://waterdesign.com/contact-us | https://waterdesign.com/educational-facilities-and-therapy-facilities,Playwright,https://waterdesign.com,https://waterdesign.com/,
Weber State University Athletics,https://weberstatesports.com/,Ogden,UT,College / University,tennis; basketball; volleyball,Indoor,6,"ic Club (Tennis) - Facilities Ogden Athletic Club (Tennis) - Facilities The club features six indoor courts, four in a primary year-round bubble, with an additional two in a separate bubble that co",Eric,Duft,President,ericduft@weber.edu,,,,,,,,weber.edu,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. Paid access signals present (membership/rental/program).,https://weberstatesports.com/ | https://weberstatesports.com/sports/2007/9/20/1245127 | https://weberstatesports.com/sports/2015/12/17/210592202 | https://weberstatesports.com/facilities | https://weberstatesports.com/staff-directory | https://weberstatesports.com/documents/2017/6/29/Org_Chart_WSU_Athletics-031226.pdf | https://weberstatesports.com/sports/2021/3/24/weber-state-athletics-live-stats,Playwright,https://weberstatesports.com,https://weberstatesports.com/,
Western Sports Park,https://westernsportspark.com/,Farmington,UT,Indoor Sports Complex,basketball; volleyball,Indoor,,,,,,sales@westernsportspark.com,,,,,,,,westernsportspark.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://westernsportspark.com/,Playwright,https://westernsportspark.com,https://westernsportspark.com/,
World Badminton,https://worldbadminton.com/,,UT,School,basketball; volleyball; badminton,Indoor,32,"CA - training for all ages [18APR2019] Michael's Badminton Academy - Malaysia -Puchong ( 32 courts), Taman Megah ( 16 Courts) [21AUG2011] Fernando's Badminton Academy, Junior Coaching and",,,,stan@worldbadminton.com,,,,,,,,worldbadminton.com,Confirmed Indoor,Indoor court language found on site. UT location evidence: mention. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://worldbadminton.com/,Playwright,https://worldbadminton.com,https://worldbadminton.com/,
Ace Athletics,https://aceathleticsutah.org/,Farmington,UT,Racquet / Tennis Club,tennis,Indoor and outdoor,3,"Kassia agreed to jump in full time, and Ace Athletics was born. We have since grown to a three court outdoor facility plus an additional three court indoor which opened April 2021. We love w",,,,aceathleticspayments@gmail.com,,,,,,,,aceathleticsutah.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://aceathleticsutah.org/ | https://aceathleticsutah.org/about/ | https://aceathleticsutah.org/services/ | https://aceathleticsutah.org/contact/,Playwright,https://aceathleticsutah.org,https://aceathleticsutah.org/,
Addison Park District,https://addisonparks.org/,,UT,School,tennis; basketball,Indoor and outdoor,,,,,,awarneke@addisonparks.org,,,,,,,,addisonparks.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://addisonparks.org/ | https://addisonparks.org/parks-facility-map/ | https://addisonparks.org/links-tees-golf-facility/ | https://addisonparks.org/commemorative-tree-program/ | https://addisonparks.org/childcare-assistance-program/ | https://addisonparks.org/birthday-parties-and-rentals/ | https://addisonparks.org/program-evaluation-form/,Playwright,https://addisonparks.org,https://addisonparks.org/,
Address - Utah Masters Swimming,https://www.utahmasters.org/,Salt Lake City,UT,YMCA / JCC,tennis,Indoor and outdoor,,,,,,utahmastersswimming@gmail.com,,,,,,,,utahmasters.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.utahmasters.org/ | https://www.utahmasters.org/page.cfm | https://www.utahmasters.org/Facilities.cfm | https://www.utahmasters.org/contact_us.cfm,Playwright,https://utahmasters.org,https://www.utahmasters.org/,
Armed Forces Vacation Club,https://www.afvclub.com//,,UT,Private Club,tennis,Indoor and outdoor,3,Donatello Shell Vacations Club @ The Suites at Fisherman's Wharf Stanford Court Stanford Court - 3 Nights Stanford Court - 5 Nights The Sandman Hotel The Sandman Hotel - 3 Nights The Sandm,,,,,,,,,,,,afvclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: mention. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.afvclub.com// | https://www.afvclub.com/premium-membership | https://www.afvclub.com/about-us | https://www.afvclub.com/contact-us | https://www.afvclub.com/resort-directory | https://www.afvclub.com/destination-directory | https://www.afvclub.com/premium-membership/terms-and-conditions,Playwright,https://afvclub.com,https://www.afvclub.com//,
Base Directory,https://www.basedirectory.com/,,UT,School,basketball; racquetball,Indoor and outdoor,2,"ascular exercise equipment, universal equipment, saunas, steam rooms, racquetball courts, 2 basketball courts, a ...",,,,,,,,,,,,basedirectory.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: mention. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.basedirectory.com/ | https://www.basedirectory.com/eielson-afb-directory | https://www.basedirectory.com/elmendorf-afb-joint-base-elmendorf-richardson-directory | https://www.basedirectory.com/gunter-annex-maxwell-afb-directory | https://www.basedirectory.com/maxwell-afb-directory | https://www.basedirectory.com/little-rock-afb-directory,Playwright,https://basedirectory.com,https://www.basedirectory.com/,
Basin Now,https://www.basinnow.com/,Vernal,UT,Unknown,pickleball,Indoor and outdoor,,,Lisa,Evans,Owner,,,lisa@basinnow.com,lisa.evans@basinnow.com,lisaevans@basinnow.com,levans@basinnow.com,l.evans@basinnow.com,lisae@basinnow.com,basinnow.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.basinnow.com/ | https://www.basinnow.com/meet-the-canidates/ | https://www.basinnow.com/about/ | https://www.basinnow.com/contact/,Playwright,https://basinnow.com,https://www.basinnow.com/,
Bates College,https://gobatesbobcats.com/,Logan,UT,College / University,tennis; basketball; volleyball; badminton; squash; futsal,Indoor and outdoor,4,"to the Walt Slovenski Track, a 200-meter, six-lane track that includes a throwing circle, four tennis courts, as well as Tarbell Pool, the golf team's ""sim"" room and recently renovated sports medici",,,,,,,,,,,,gobatesbobcats.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://gobatesbobcats.com/ | https://gobatesbobcats.com/staff-directory | https://gobatesbobcats.com/sports/2020/6/4/faculty-liaisons-program.aspx | https://gobatesbobcats.com/sports/2020/8/18/rec-program-overview.aspx | https://gobatesbobcats.com/news/2021/12/13/general-bates-athletics-unveils-new-mobile-app.aspx | https://gobatesbobcats.com/facilities | https://gobatesbobcats.com/podcasts/bates-bobcast-episode-415-rising-to-the-challenge-in-2026/428,Playwright,https://gobatesbobcats.com,https://gobatesbobcats.com/,
Bee Ready Event and Party Rentals,https://beereadyrentals.com/,Salt Lake City,UT,School,basketball,Indoor and outdoor,,,,,,,contact@beereadyrentals.com,,,,,,,beereadyrentals.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://beereadyrentals.com/ | https://beereadyrentals.com/event-rental-catalog/ | https://beereadyrentals.com/contact-us/ | https://beereadyrentals.com/party-rental-bundles/ | https://beereadyrentals.com/high-peak-tent-rentals/ | https://beereadyrentals.com/pop-up-tent-rentals/ | https://beereadyrentals.com/chair-rentals/,Playwright,https://beereadyrentals.com,https://beereadyrentals.com/,
Best Family Vacation Destination,https://www.utahvalley.com/,Provo,UT,Country Club,pickleball; tennis; basketball; volleyball; badminton; padel,Indoor and outdoor,27,"Privacy Policy Sitemap Terms & Conditions © 2026 Utah Valley CVB. All Rights Reserved All 27 Pickleball Courts in Provo & Utah County Padel Den | Orem, UT - Explore Utah Valley Padel Den | Orem, UT -",Lee,Adamson,Executive Director,lee@utahvalley.com,,,,,,,,utahvalley.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. Paid access signals present (membership/rental/program).,https://www.utahvalley.com/ | https://www.utahvalley.com/contact/ | https://www.utahvalley.com/meetings/our-team/,Playwright,https://utahvalley.com,https://www.utahvalley.com/,
Best Pickleball Facilities,https://bestpickleballfacilities.com/,South Jordan,UT,Pickleball Club,pickleball,Indoor and outdoor,18,"courts have made a huge difference in the body, less pain on my joints and in my feet!!! 18 courts!!!!! no waiting The staff is super f… Stephen G. Defined Pickleball Leave a Review Pickle",,,,,,,,,,,,bestpickleballfacilities.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://bestpickleballfacilities.com/ | https://bestpickleballfacilities.com/pricing-plan/ | https://bestpickleballfacilities.com/facilities/ | https://bestpickleballfacilities.com/pickleball-facilities-by-state/ | https://bestpickleballfacilities.com/facilities/category/coming-soon/ | https://bestpickleballfacilities.com/traveling-to-pickleball-facilities/ | https://bestpickleballfacilities.com/about/,Playwright,https://bestpickleballfacilities.com,https://bestpickleballfacilities.com/,
Big Sky Conference,https://bigskyconf.com/,Farmington,UT,College / University,tennis; basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,bigskyconf.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bigskyconf.com/ | https://bigskyconf.com/staff-directory,Playwright,https://bigskyconf.com,https://bigskyconf.com/,
Boys & Girls Clubs of Greater Salt Lake,https://www.gslclubs.org//#googtrans(en|en),Murray,UT,School,basketball,Indoor and outdoor,,,Maren,Miller,Club Director,miller@gslclubs.org,info@gslclubs.org,,,,,,,gslclubs.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.gslclubs.org//#googtrans(en|en) | https://www.gslclubs.org/contact-us#googtrans(en|en) | https://www.gslclubs.org/our-programs;jsessionid=tbY4cmNlfwVKnnQJreFyKqShY8ny4uNXrAf0QUMJ#googtrans(en|en) | https://www.gslclubs.org/good-character;jsessionid=tbY4cmNlfwVKnnQJreFyKqShY8ny4uNXrAf0QUMJ#googtrans(en|en) | https://www.gslclubs.org/sports;jsessionid=tbY4cmNlfwVKnnQJreFyKqShY8ny4uNXrAf0QUMJ#googtrans(en|en) | https://www.gslclubs.org/about-us;jsessionid=tbY4cmNlfwVKnnQJreFyKqShY8ny4uNXrAf0QUMJ#googtrans(en|en) | https://www.gslclubs.org/key-staff;jsessionid=tbY4cmNlfwVKnnQJreFyKqShY8ny4uNXrAf0QUMJ#googtrans(en|en),Playwright,https://gslclubs.org,https://www.gslclubs.org//#googtrans(en|en),
BYU Athletics - Official Athletics Website - BYU Cougars,https://byucougars.com/,Provo,UT,Private Club,tennis; basketball; volleyball,Indoor and outdoor,,,Dave,George,General Manager,,,dave@byucougars.com,dave.george@byucougars.com,davegeorge@byucougars.com,dgeorge@byucougars.com,d.george@byucougars.com,daveg@byucougars.com,byucougars.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://byucougars.com/ | https://byucougars.com/about | https://byucougars.com/staff-directory | https://byucougars.com/byu-and-nil | https://byucougars.com/athletic-facilities,Playwright,https://byucougars.com,https://byucougars.com/,
Cache Valley Tennis Association,https://www.cachevalleytennis.org/,Logan,UT,Racquet / Tennis Club,tennis,Indoor and outdoor,,,,,,,,,,,,,,cachevalleytennis.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://www.cachevalleytennis.org/ | https://www.cachevalleytennis.org/courts,Playwright,https://cachevalleytennis.org,https://www.cachevalleytennis.org/,
Campus Recreation Services,https://campusrec.utah.edu/,Slc,UT,College / University,pickleball; basketball; volleyball; badminton; racquetball; futsal,Indoor and outdoor,1,"of the Lassonde Studios, the Lassonde Sports Courts feature 4 sand volleyball courts and 1 basketball court, all open for free play according to the guidelines below. Basketball and volleyball nets",,,,,,,,,,,,campusrec.utah.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://campusrec.utah.edu/ | https://campusrec.utah.edu/about/facilities/index.php | https://campusrec.utah.edu/contact-us/facility-rental/index.php | https://campusrec.utah.edu/about/hours/index.php | https://campusrec.utah.edu/about/policies/index.php | https://campusrec.utah.edu/membership-services/index.php,Playwright,https://campusrec.utah.edu,https://campusrec.utah.edu/,
Colorado Mesa University Athletics,https://cmumavericks.com/,,UT,College / University,tennis; basketball; volleyball,Indoor and outdoor,,,Ticket,Sales,Athletic Director,,,ticket@cmumavericks.com,ticket.sales@cmumavericks.com,ticketsales@cmumavericks.com,tsales@cmumavericks.com,t.sales@cmumavericks.com,tickets@cmumavericks.com,cmumavericks.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: mention. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://cmumavericks.com/ | https://cmumavericks.com/sports/2010/3/16/Facilities.aspx | https://cmumavericks.com/staff-directory | https://cmumavericks.com/news/2026/8/3/mens-golf-wagstaff-repeats-as-cobalt-golf-all-america-scholar.aspx,Playwright,https://cmumavericks.com,https://cmumavericks.com/,
Cottonwood Country Club,https://cottonwoodcc.org/,Holladay,UT,Country Club,pickleball; tennis,Indoor and outdoor,7,ls of play. Our tennis amenities include: Full-time teaching professionals 11 hard courts 7 courts lit for evening play 6 courts bubbled for winter play COTTONWOOD COUNTRY CLUB 1780 E Lake,TJ,Bogle,General Manager,tj@cottonwoodcc.org,,,,,,,,cottonwoodcc.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. Paid access signals present (membership/rental/program).,https://cottonwoodcc.org/ | https://cottonwoodcc.org/membership | https://cottonwoodcc.org/staff-directory | https://cottonwoodcc.org/membership-inquires | https://cottonwoodcc.org/junior-programs | https://cottonwoodcc.org/court-information | https://cottonwoodcc.org/dining-facilities,Playwright,https://cottonwoodcc.org,https://cottonwoodcc.org/,
Courts Unlimited,https://courtsunlimitedut.com/,Riverton,UT,Pickleball Club,pickleball; tennis; basketball; volleyball,Indoor and outdoor,4,ood landscaper. Vicki L. 6 years ago They converted our heavily cracked tennis court into four Pickleball courts. They did a great job and we are pleased with the results. C C. 6 years ago Great value a,,,,,info@courtsunlimitedut.com,,,,,,,courtsunlimitedut.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://courtsunlimitedut.com/ | https://courtsunlimitedut.com/about-us/ | https://courtsunlimitedut.com/courts/ | https://courtsunlimitedut.com/courts/multi-sport/ | https://courtsunlimitedut.com/courts/commercial-tennis-courts/ | https://courtsunlimitedut.com/courts/commercial-pickleball-courts/ | https://courtsunlimitedut.com/courts/commercial-basketball-courts/,Playwright,https://courtsunlimitedut.com,https://courtsunlimitedut.com/,
CourtVibe,https://www.getcourtvibe.com/,Salt Lake City,UT,Pickleball Club,pickleball; tennis,Indoor and outdoor,,,,,,,,,,,,,,getcourtvibe.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.getcourtvibe.com/ | https://www.getcourtvibe.com/about | https://www.getcourtvibe.com/contact,Playwright,https://getcourtvibe.com,https://www.getcourtvibe.com/,
Daisy Dink,https://daisydink.com/,Salt Lake City,UT,Indoor Sports Complex,pickleball; tennis; basketball,Indoor and outdoor,12,"→ ★ 4.6 Outdoor 11th Avenue Park Salt Lake City, UT · 1 ct · Public Details → ★ 5 Outdoor 12 Pickleball Courts Columbus, OH · 1 ct · Public Details → ★ 4.6 Indoor 125 LIVE Rochester, MN · 1 ct · Semi-",,,,,support@daisydink.com,,,,,,,daisydink.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://daisydink.com/ | https://daisydink.com/courts | https://daisydink.com/about-us | https://daisydink.com/contactus | https://daisydink.com/beta-testers | https://daisydink.com/contact,Playwright,https://daisydink.com,https://daisydink.com/,
Discover Davis,https://discoverdavis.com/,Farmington,UT,Unknown,basketball; volleyball; racquetball; padel,Indoor and outdoor,,,,,,,,,,,,,,discoverdavis.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. UT location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://discoverdavis.com/,Playwright,https://discoverdavis.com,https://discoverdavis.com/,
